subjid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
m3SlY7K65mcVAIpurple,"{'event': 'dragend', 'timestamp': 1680282838925, 'dragX': 22, 'dragY': 26}","{'dragX': 18, 'event': 'dragend', 'timestamp': 1680282840104, 'dragY': 22}","{'dragX': 10, 'timestamp': 1680282841501, 'event': 'dragend', 'dragY': 10}","{'dragX': -30, 'timestamp': 1680282842743, 'dragY': 58, 'event': 'dragend'}","{'dragX': 28, 'dragY': -4, 'event': 'dragend', 'timestamp': 1680282844226}","{'dragY': 32, 'dragX': 4, 'event': 'dragend', 'timestamp': 1680282845582}","{'attempts': 1, 'correct': True, 'event': 'checkcorrect', 'timestamp': 1680282846629, 'locations': [{'name': 'applebasket', 'y': 525, 'x': 150}, {'name': 'bananabasket', 'x': 150, 'y': 525}, {'y': 570.5, 'x': 120, 'name': 'apple'}, {'y': 570.5, 'name': 'apple', 'x': 79}, {'x': 160, 'name': 'apple', 'y': 570.5}, {'x': 148, 'y': 570.5, 'name': 'apple'}, {'x': 612, 'name': 'banana', 'y': 570.5}, {'x': 651, 'y': 525, 'name': 'banana'}], 'fails': 0}","{'event': 'success', 'fails': 0, 'timestamp': 1680282846632, 'locations': [{'name': 'applebasket', 'y': 525, 'x': 150}, {'x': 150, 'y': 525, 'name': 'bananabasket'}, {'x': 120, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'x': 79, 'name': 'apple'}, {'y': 570.5, 'x': 160, 'name': 'apple'}, {'x': 148, 'name': 'apple', 'y': 570.5}, {'name': 'banana', 'x': 612, 'y': 570.5}, {'y': 525, 'x': 651, 'name': 'banana'}], 'attempts': 1, 'correct': True}",,,,,,,,,,,,,,
N8ksNmv6G4q0ompurple,"{'event': 'dragend', 'dragY': 36, 'dragX': 11, 'timestamp': 1680289405430}","{'dragY': -4, 'timestamp': 1680289407536, 'event': 'dragend', 'dragX': 11}","{'timestamp': 1680289409528, 'event': 'dragend', 'dragY': -10, 'dragX': 13}","{'timestamp': 1680289411656, 'event': 'dragend', 'dragY': 2, 'dragX': -15}","{'dragY': 2, 'dragX': 21, 'event': 'dragend', 'timestamp': 1680289413614}","{'timestamp': 1680289416195, 'dragY': 8, 'dragX': 15, 'event': 'dragend'}","{'fails': 0, 'event': 'checkcorrect', 'correct': True, 'timestamp': 1680289417255, 'attempts': 1, 'locations': [{'name': 'applebasket', 'x': 150, 'y': 525}, {'name': 'bananabasket', 'x': 150, 'y': 525}, {'name': 'apple', 'x': 151, 'y': 570.5}, {'y': 570.5, 'name': 'apple', 'x': 130}, {'name': 'apple', 'x': 161, 'y': 570.5}, {'x': 157, 'name': 'apple', 'y': 570.5}, {'x': 649, 'y': 570.5, 'name': 'banana'}, {'x': 651, 'y': 570.5, 'name': 'banana'}]}","{'timestamp': 1680289417263, 'locations': [{'name': 'applebasket', 'x': 150, 'y': 525}, {'name': 'bananabasket', 'y': 525, 'x': 150}, {'name': 'apple', 'x': 151, 'y': 570.5}, {'name': 'apple', 'x': 130, 'y': 570.5}, {'x': 161, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'x': 157, 'name': 'apple'}, {'x': 649, 'y': 570.5, 'name': 'banana'}, {'x': 651, 'y': 570.5, 'name': 'banana'}], 'event': 'success', 'attempts': 1, 'correct': True, 'fails': 0}",,,,,,,,,,,,,,
Sk5lsLH6JKqClzred,"{'dragX': 10, 'event': 'dragend', 'timestamp': 1680634274176, 'dragY': 38}","{'dragY': 6, 'dragX': 24, 'timestamp': 1680634276685, 'event': 'dragend'}","{'dragX': -8, 'timestamp': 1680634278719, 'dragY': 8, 'event': 'dragend'}","{'timestamp': 1680634280510, 'dragX': 8, 'event': 'dragend', 'dragY': 20}","{'dragY': 12, 'dragX': 2, 'timestamp': 1680634282193, 'event': 'dragend'}","{'dragY': 18, 'dragX': -4, 'event': 'dragend', 'timestamp': 1680634284432}","{'locations': [{'name': 'applebasket', 'x': 150, 'y': 525}, {'name': 'bananabasket', 'y': 525, 'x': 150}, {'name': 'apple', 'x': 140, 'y': 570.5}, {'y': 570.5, 'x': 191, 'name': 'apple'}, {'x': 169, 'name': 'apple', 'y': 570.5}, {'name': 'apple', 'y': 570.5, 'x': 162}, {'y': 570.5, 'name': 'banana', 'x': 637}, {'name': 'banana', 'x': 698, 'y': 570.5}], 'attempts': 1, 'event': 'checkcorrect', 'fails': 0, 'timestamp': 1680634285533, 'correct': True}","{'locations': [{'y': 525, 'x': 150, 'name': 'applebasket'}, {'x': 150, 'name': 'bananabasket', 'y': 525}, {'name': 'apple', 'y': 570.5, 'x': 140}, {'y': 570.5, 'name': 'apple', 'x': 191}, {'x': 169, 'name': 'apple', 'y': 570.5}, {'name': 'apple', 'x': 162, 'y': 570.5}, {'name': 'banana', 'x': 637, 'y': 570.5}, {'y': 570.5, 'name': 'banana', 'x': 698}], 'attempts': 1, 'timestamp': 1680634285538, 'fails': 0, 'event': 'success', 'correct': True}",,,,,,,,,,,,,,
kyAtOR47CAXO01red,"{'event': 'dragend', 'timestamp': 1680289339627, 'dragY': 6.0177001953125, 'dragX': -20.92034912109375}","{'dragY': 18.0177001953125, 'dragX': -4.92034912109375, 'event': 'dragend', 'timestamp': 1680289340721}","{'dragY': 20.0177001953125, 'timestamp': 1680289342045, 'event': 'dragend', 'dragX': -12.92034912109375}","{'timestamp': 1680289343117, 'dragX': 13.07965087890625, 'dragY': -7.9822998046875, 'event': 'dragend'}","{'dragY': 12.0177001953125, 'timestamp': 1680289344320, 'event': 'dragend', 'dragX': 1.07965087890625}","{'timestamp': 1680289345485, 'dragY': 14.0177001953125, 'event': 'dragend', 'dragX': -20.92034912109375}","{'fails': 0, 'locations': [{'name': 'applebasket', 'x': 150, 'y': 525}, {'x': 150, 'name': 'bananabasket', 'y': 525}, {'x': 167, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'name': 'apple', 'x': 141}, {'x': 173, 'y': 570.5, 'name': 'apple'}, {'name': 'apple', 'x': 152, 'y': 570.5}, {'y': 570.5, 'name': 'banana', 'x': 678}, {'y': 570.5, 'x': 695, 'name': 'banana'}], 'timestamp': 1680289346346, 'attempts': 1, 'correct': True, 'event': 'checkcorrect'}","{'locations': [{'y': 525, 'name': 'applebasket', 'x': 150}, {'name': 'bananabasket', 'x': 150, 'y': 525}, {'x': 167, 'y': 570.5, 'name': 'apple'}, {'y': 570.5, 'x': 141, 'name': 'apple'}, {'name': 'apple', 'y': 570.5, 'x': 173}, {'name': 'apple', 'x': 152, 'y': 570.5}, {'x': 678, 'y': 570.5, 'name': 'banana'}, {'y': 570.5, 'name': 'banana', 'x': 695}], 'timestamp': 1680289346348, 'attempts': 1, 'event': 'success', 'correct': True, 'fails': 0}",,,,,,,,,,,,,,
jbpUv1U7IFVn3Vpurple,"{'dragY': 2, 'timestamp': 1680023537747, 'event': 'dragend', 'dragX': 10}","{'dragX': 30, 'dragY': 18, 'event': 'dragend', 'timestamp': 1680023541521}","{'dragY': 8, 'event': 'dragend', 'dragX': -24, 'timestamp': 1680023545810}","{'timestamp': 1680023548256, 'event': 'dragend', 'dragY': 22, 'dragX': 16}","{'event': 'dragend', 'dragY': 2, 'timestamp': 1680023551720, 'dragX': -10}","{'timestamp': 1680023555999, 'dragY': -8, 'dragX': 16, 'event': 'dragend'}","{'fails': 0, 'timestamp': 1680023559739, 'correct': True, 'attempts': 1, 'locations': [{'name': 'applebasket', 'x': 150, 'y': 525}, {'y': 525, 'x': 150, 'name': 'bananabasket'}, {'name': 'apple', 'x': 169, 'y': 570.5}, {'name': 'apple', 'x': 128, 'y': 570.5}, {'x': 190, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'x': 155, 'name': 'apple'}, {'x': 645, 'y': 570.5, 'name': 'banana'}, {'x': 653, 'name': 'banana', 'y': 570.5}], 'event': 'checkcorrect'}","{'locations': [{'x': 150, 'y': 525, 'name': 'applebasket'}, {'x': 150, 'name': 'bananabasket', 'y': 525}, {'x': 169, 'name': 'apple', 'y': 570.5}, {'name': 'apple', 'x': 128, 'y': 570.5}, {'y': 570.5, 'x': 190, 'name': 'apple'}, {'x': 155, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'name': 'banana', 'x': 645}, {'x': 653, 'y': 570.5, 'name': 'banana'}], 'event': 'success', 'attempts': 1, 'fails': 0, 'correct': True, 'timestamp': 1680023559739}",,,,,,,,,,,,,,
wICtidB7fjEuEupurple,"{'dragX': -7, 'dragY': 4, 'event': 'dragend', 'timestamp': 1680282940681}","{'dragY': 2, 'event': 'dragend', 'dragX': -3, 'timestamp': 1680282941944}","{'dragY': 42, 'timestamp': 1680282943155, 'event': 'dragend', 'dragX': -7}","{'dragX': 1, 'event': 'dragend', 'timestamp': 1680282944300, 'dragY': 10}","{'event': 'dragend', 'dragY': -4, 'dragX': -3, 'timestamp': 1680282945372}","{'timestamp': 1680282946682, 'dragY': 20, 'event': 'dragend', 'dragX': -23}","{'timestamp': 1680282948241, 'locations': [{'name': 'applebasket', 'x': 150, 'y': 525}, {'name': 'bananabasket', 'y': 525, 'x': 150}, {'x': 138, 'name': 'apple', 'y': 570.5}, {'x': 129, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'name': 'apple', 'x': 162}, {'name': 'apple', 'x': 139, 'y': 570.5}, {'name': 'banana', 'y': 570.5, 'x': 726}, {'name': 'banana', 'x': 663, 'y': 570.5}], 'event': 'checkcorrect', 'fails': 0, 'correct': True, 'attempts': 1}","{'correct': True, 'event': 'success', 'locations': [{'y': 525, 'x': 150, 'name': 'applebasket'}, {'name': 'bananabasket', 'x': 150, 'y': 525}, {'name': 'apple', 'x': 138, 'y': 570.5}, {'name': 'apple', 'y': 570.5, 'x': 129}, {'y': 570.5, 'x': 162, 'name': 'apple'}, {'name': 'apple', 'y': 570.5, 'x': 139}, {'name': 'banana', 'y': 570.5, 'x': 726}, {'name': 'banana', 'y': 570.5, 'x': 663}], 'attempts': 1, 'fails': 0, 'timestamp': 1680282948241}",,,,,,,,,,,,,,
GIpt06E7scyQAspurple,"{'dragY': 0, 'event': 'dragend', 'timestamp': 1680634132133, 'dragX': -7}","{'dragX': 15, 'dragY': -12, 'timestamp': 1680634133493, 'event': 'dragend'}","{'timestamp': 1680634135173, 'dragX': -1, 'event': 'dragend', 'dragY': 16}","{'dragY': -6, 'timestamp': 1680634136589, 'dragX': 33, 'event': 'dragend'}","{'event': 'dragend', 'timestamp': 1680634137613, 'dragX': -39, 'dragY': -28}","{'timestamp': 1680634138869, 'dragY': -28, 'dragX': 3, 'event': 'dragend'}","{'fails': 0, 'locations': [{'x': 150, 'name': 'applebasket', 'y': 525}, {'x': 150, 'y': 525, 'name': 'bananabasket'}, {'x': 143, 'name': 'apple', 'y': 570.5}, {'name': 'apple', 'y': 570.5, 'x': 124}, {'y': 570.5, 'name': 'apple', 'x': 134}, {'y': 570.5, 'name': 'apple', 'x': 160}, {'name': 'banana', 'y': 570.5, 'x': 683}, {'x': 661, 'name': 'banana', 'y': 570.5}], 'event': 'checkcorrect', 'attempts': 1, 'timestamp': 1680634140095, 'correct': True}","{'correct': True, 'fails': 0, 'event': 'success', 'timestamp': 1680634140099, 'attempts': 1, 'locations': [{'y': 525, 'x': 150, 'name': 'applebasket'}, {'name': 'bananabasket', 'y': 525, 'x': 150}, {'name': 'apple', 'x': 143, 'y': 570.5}, {'y': 570.5, 'name': 'apple', 'x': 124}, {'y': 570.5, 'x': 134, 'name': 'apple'}, {'name': 'apple', 'x': 160, 'y': 570.5}, {'name': 'banana', 'x': 683, 'y': 570.5}, {'y': 570.5, 'x': 661, 'name': 'banana'}]}",,,,,,,,,,,,,,
mYSqMHv81XrAojred,"{'event': 'dragend', 'dragY': 18, 'dragX': 2.79998779296875, 'timestamp': 1680029297831}","{'event': 'dragend', 'dragY': -2, 'timestamp': 1680029299541, 'dragX': -31.20001220703125}","{'timestamp': 1680029300792, 'dragX': 36.79998779296875, 'dragY': -8, 'event': 'dragend'}","{'timestamp': 1680029302308, 'event': 'dragend', 'dragY': 4, 'dragX': -9.20001220703125}","{'timestamp': 1680029303838, 'event': 'dragend', 'dragY': 10, 'dragX': 20.79998779296875}","{'dragX': 0.79998779296875, 'timestamp': 1680029305139, 'event': 'dragend', 'dragY': 20}","{'locations': [{'name': 'applebasket', 'y': 525, 'x': 150}, {'y': 525, 'name': 'bananabasket', 'x': 150}, {'y': 570.5, 'name': 'apple', 'x': 151}, {'name': 'apple', 'x': 145, 'y': 570.5}, {'y': 570.5, 'x': 139, 'name': 'apple'}, {'x': 122, 'name': 'apple', 'y': 570.5}, {'x': 668, 'name': 'banana', 'y': 570.5}, {'name': 'banana', 'x': 673, 'y': 570.5}], 'fails': 0, 'attempts': 1, 'correct': True, 'event': 'checkcorrect', 'timestamp': 1680029306496}","{'timestamp': 1680029306502, 'fails': 0, 'correct': True, 'attempts': 1, 'event': 'success', 'locations': [{'x': 150, 'name': 'applebasket', 'y': 525}, {'x': 150, 'y': 525, 'name': 'bananabasket'}, {'x': 151, 'y': 570.5, 'name': 'apple'}, {'x': 145, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'name': 'apple', 'x': 139}, {'x': 122, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'x': 668, 'name': 'banana'}, {'name': 'banana', 'y': 570.5, 'x': 673}]}",,,,,,,,,,,,,,
R2Slnye8Cyp1Qcred,"{'dragY': 16, 'timestamp': 1680194731330, 'dragX': -1, 'event': 'dragend'}","{'timestamp': 1680194732690, 'dragX': 5, 'event': 'dragend', 'dragY': 8}","{'timestamp': 1680194733587, 'dragX': 27, 'dragY': -24, 'event': 'dragend'}","{'dragY': -8, 'timestamp': 1680194734755, 'dragX': 3, 'event': 'dragend'}","{'dragX': 21, 'timestamp': 1680194736034, 'dragY': 10, 'event': 'dragend'}","{'dragX': 3, 'event': 'dragend', 'dragY': 7, 'timestamp': 1680194737282}","{'correct': True, 'locations': [{'name': 'applebasket', 'y': 525, 'x': 150}, {'name': 'bananabasket', 'x': 150, 'y': 525}, {'y': 570.5, 'name': 'apple', 'x': 157}, {'y': 570.5, 'name': 'apple', 'x': 150}, {'y': 570.5, 'x': 165, 'name': 'apple'}, {'y': 570.5, 'name': 'apple', 'x': 148}, {'x': 666, 'y': 570.5, 'name': 'banana'}, {'y': 570.5, 'name': 'banana', 'x': 656}], 'event': 'checkcorrect', 'attempts': 1, 'timestamp': 1680194738143, 'fails': 0}","{'locations': [{'x': 150, 'y': 525, 'name': 'applebasket'}, {'y': 525, 'name': 'bananabasket', 'x': 150}, {'name': 'apple', 'x': 157, 'y': 570.5}, {'name': 'apple', 'y': 570.5, 'x': 150}, {'name': 'apple', 'y': 570.5, 'x': 165}, {'name': 'apple', 'x': 148, 'y': 570.5}, {'name': 'banana', 'y': 570.5, 'x': 666}, {'y': 570.5, 'name': 'banana', 'x': 656}], 'attempts': 1, 'fails': 0, 'correct': True, 'timestamp': 1680194738146, 'event': 'success'}",,,,,,,,,,,,,,
ZXML2nj8JylBELred,"{'timestamp': 1680622143400, 'dragX': 11.599998474121094, 'event': 'dragend', 'dragY': 12}","{'dragY': 0, 'event': 'dragend', 'dragX': -34.400001525878906, 'timestamp': 1680622144690}","{'event': 'dragend', 'dragX': 3.1999740600585938, 'dragY': 18.4000244140625, 'timestamp': 1680622146796}","{'dragX': 16.800010681152344, 'event': 'dragend', 'dragY': 37.600067138671875, 'timestamp': 1680622147708}","{'dragX': -29.599952697753906, 'dragY': 11.20001220703125, 'timestamp': 1680622148441, 'event': 'dragend'}","{'timestamp': 1680622149175, 'dragY': 25.600067138671875, 'dragX': 4.000022888183594, 'event': 'dragend'}","{'fails': 0, 'timestamp': 1680622151729, 'locations': [{'name': 'applebasket', 'y': 525, 'x': 150}, {'name': 'bananabasket', 'y': 525, 'x': 150}, {'x': 159, 'name': 'apple', 'y': 570.5}, {'x': 171.6000213623047, 'y': 570.5, 'name': 'apple'}, {'x': 144.79998779296875, 'name': 'apple', 'y': 570.5}, {'x': 145, 'name': 'apple', 'y': 570.5}, {'x': 683.1999816894531, 'name': 'banana', 'y': 570.5}, {'y': 570.5, 'name': 'banana', 'x': 652}], 'correct': True, 'event': 'checkcorrect', 'attempts': 1}","{'locations': [{'y': 525, 'x': 150, 'name': 'applebasket'}, {'x': 150, 'y': 525, 'name': 'bananabasket'}, {'name': 'apple', 'y': 570.5, 'x': 159}, {'y': 570.5, 'x': 171.6000213623047, 'name': 'apple'}, {'x': 144.79998779296875, 'y': 570.5, 'name': 'apple'}, {'x': 145, 'name': 'apple', 'y': 570.5}, {'x': 683.1999816894531, 'name': 'banana', 'y': 570.5}, {'name': 'banana', 'y': 570.5, 'x': 652}], 'correct': True, 'timestamp': 1680622151745, 'fails': 0, 'attempts': 1, 'event': 'success'}",,,,,,,,,,,,,,
HJiQI8l8ixj7ZQred,"{'dragX': -31.688330771981327, 'timestamp': 1680289335873, 'event': 'dragend', 'dragY': 10.028322382907163}","{'timestamp': 1680289336836, 'event': 'dragend', 'dragX': 2.304084432369905, 'dragY': 0.02813011846842528}","{'dragY': 18.0265535500713, 'dragX': -21.692512503422677, 'timestamp': 1680289338072, 'event': 'dragend'}","{'dragX': -13.692397145313976, 'event': 'dragend', 'timestamp': 1680289339117, 'dragY': 40.02313124306286}","{'event': 'dragend', 'dragY': 47.04135791184967, 'dragX': 30.304488185750472, 'timestamp': 1680289339294}","{'dragX': -1.6962616419564256, 'timestamp': 1680289340629, 'dragY': 4.024361735470393, 'event': 'dragend'}","{'event': 'dragend', 'dragX': 22.31215949998068, 'dragY': 48.02559222787795, 'timestamp': 1680289341738}","{'event': 'checkcorrect', 'attempts': 1, 'correct': True, 'timestamp': 1680289342722, 'locations': [{'name': 'applebasket', 'x': 150, 'y': 525}, {'x': 150, 'y': 525, 'name': 'bananabasket'}, {'x': 141.99627970099357, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'name': 'apple', 'x': 175.99460700841703}, {'x': 149.9963950591023, 'y': 570.5, 'name': 'apple'}, {'y': 570.5, 'x': 124.99790913427933, 'name': 'apple'}, {'y': 570.5, 'name': 'banana', 'x': 672.0059409425994}, {'x': 648.0015573344677, 'y': 570.5, 'name': 'banana'}], 'fails': 0}","{'event': 'success', 'timestamp': 1680289342730, 'correct': True, 'locations': [{'name': 'applebasket', 'y': 525, 'x': 150}, {'name': 'bananabasket', 'y': 525, 'x': 150}, {'x': 141.99627970099357, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'name': 'apple', 'x': 175.99460700841703}, {'x': 149.9963950591023, 'name': 'apple', 'y': 570.5}, {'name': 'apple', 'x': 124.99790913427933, 'y': 570.5}, {'x': 672.0059409425994, 'name': 'banana', 'y': 570.5}, {'x': 648.0015573344677, 'y': 570.5, 'name': 'banana'}], 'attempts': 1, 'fails': 0}",,,,,,,,,,,,,
9L0u3N594S7Tk5purple,"{'dragY': 12, 'timestamp': 1680029262397, 'event': 'dragend', 'dragX': 8}","{'dragY': -14, 'timestamp': 1680029264213, 'dragX': -6, 'event': 'dragend'}","{'timestamp': 1680029265699, 'event': 'dragend', 'dragX': -10, 'dragY': -18}","{'timestamp': 1680029267415, 'event': 'dragend', 'dragY': -18, 'dragX': -12}","{'dragX': -4, 'dragY': 30, 'timestamp': 1680029269314, 'event': 'dragend'}","{'dragY': 12, 'dragX': 34, 'timestamp': 1680029270798, 'event': 'dragend'}","{'locations': [{'y': 525, 'name': 'applebasket', 'x': 150}, {'y': 525, 'name': 'bananabasket', 'x': 150}, {'y': 570.5, 'x': 158, 'name': 'apple'}, {'x': 128, 'y': 570.5, 'name': 'apple'}, {'x': 130, 'y': 570.5, 'name': 'apple'}, {'y': 570.5, 'name': 'apple', 'x': 142}, {'y': 570.5, 'name': 'banana', 'x': 699}, {'y': 570.5, 'name': 'banana', 'x': 638}], 'timestamp': 1680029272121, 'fails': 0, 'attempts': 1, 'correct': True, 'event': 'checkcorrect'}","{'event': 'success', 'correct': True, 'attempts': 1, 'fails': 0, 'timestamp': 1680029272127, 'locations': [{'y': 525, 'x': 150, 'name': 'applebasket'}, {'x': 150, 'name': 'bananabasket', 'y': 525}, {'x': 158, 'name': 'apple', 'y': 570.5}, {'name': 'apple', 'y': 570.5, 'x': 128}, {'x': 130, 'name': 'apple', 'y': 570.5}, {'x': 142, 'y': 570.5, 'name': 'apple'}, {'x': 699, 'name': 'banana', 'y': 570.5}, {'y': 570.5, 'name': 'banana', 'x': 638}]}",,,,,,,,,,,,,,
LzSp6319Cfrr4opurple,"{'event': 'dragend', 'timestamp': 1680634320295, 'dragX': 36.79998779296875, 'dragY': -20}","{'timestamp': 1680634321729, 'dragY': -6, 'dragX': -5.20001220703125, 'event': 'dragend'}","{'dragX': -35.20001220703125, 'event': 'dragend', 'dragY': 2, 'timestamp': 1680634323140}","{'dragX': 2.79998779296875, 'dragY': -10, 'event': 'dragend', 'timestamp': 1680634324876}","{'dragY': -12, 'event': 'dragend', 'dragX': 42.79998779296875, 'timestamp': 1680634326661}","{'timestamp': 1680634328374, 'dragX': -5.20001220703125, 'dragY': 22, 'event': 'dragend'}","{'attempts': 1, 'fails': 0, 'correct': True, 'timestamp': 1680634329387, 'event': 'checkcorrect', 'locations': [{'x': 150, 'name': 'applebasket', 'y': 525}, {'x': 150, 'y': 525, 'name': 'bananabasket'}, {'x': 138, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'name': 'apple', 'x': 164}, {'name': 'apple', 'y': 570.5, 'x': 146}, {'y': 570.5, 'x': 148, 'name': 'apple'}, {'name': 'banana', 'x': 663, 'y': 570.5}, {'name': 'banana', 'x': 643, 'y': 570.5}]}","{'timestamp': 1680634329388, 'event': 'success', 'locations': [{'y': 525, 'name': 'applebasket', 'x': 150}, {'name': 'bananabasket', 'x': 150, 'y': 525}, {'name': 'apple', 'y': 570.5, 'x': 138}, {'y': 570.5, 'x': 164, 'name': 'apple'}, {'x': 146, 'name': 'apple', 'y': 570.5}, {'name': 'apple', 'x': 148, 'y': 570.5}, {'y': 570.5, 'x': 663, 'name': 'banana'}, {'x': 643, 'y': 570.5, 'name': 'banana'}], 'fails': 0, 'attempts': 1, 'correct': True}",,,,,,,,,,,,,,
9L0u3N594S7Tk5red,"{'dragY': 20, 'dragX': 11, 'event': 'dragend', 'timestamp': 1680029285560}","{'dragX': -1, 'event': 'dragend', 'dragY': 22, 'timestamp': 1680029287395}","{'dragX': 25, 'timestamp': 1680029288873, 'dragY': -8, 'event': 'dragend'}","{'dragY': 10, 'event': 'dragend', 'timestamp': 1680029290480, 'dragX': 21}","{'timestamp': 1680029292058, 'event': 'dragend', 'dragY': 18, 'dragX': 33}","{'event': 'dragend', 'dragX': -1, 'dragY': -6, 'timestamp': 1680029293448}","{'fails': 0, 'attempts': 1, 'correct': True, 'timestamp': 1680029294660, 'event': 'checkcorrect', 'locations': [{'x': 150, 'y': 525, 'name': 'applebasket'}, {'name': 'bananabasket', 'x': 150, 'y': 525}, {'x': 145, 'y': 570.5, 'name': 'apple'}, {'y': 570.5, 'x': 159, 'name': 'apple'}, {'name': 'apple', 'x': 140, 'y': 570.5}, {'x': 133, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'name': 'banana', 'x': 649}, {'x': 671, 'y': 570.5, 'name': 'banana'}]}","{'fails': 0, 'event': 'success', 'correct': True, 'timestamp': 1680029294663, 'locations': [{'y': 525, 'x': 150, 'name': 'applebasket'}, {'name': 'bananabasket', 'x': 150, 'y': 525}, {'y': 570.5, 'name': 'apple', 'x': 145}, {'y': 570.5, 'name': 'apple', 'x': 159}, {'y': 570.5, 'x': 140, 'name': 'apple'}, {'name': 'apple', 'x': 133, 'y': 570.5}, {'y': 570.5, 'name': 'banana', 'x': 649}, {'x': 671, 'y': 570.5, 'name': 'banana'}], 'attempts': 1}",,,,,,,,,,,,,,
g6Upbjw9ndtUvWpurple,"{'timestamp': 1680283136582, 'dragX': 9.999938201909004, 'event': 'dragend', 'dragY': 22.673629760742188}","{'timestamp': 1680283138080, 'dragY': 0.4514007568359375, 'dragX': 3.3332898457877036, 'event': 'dragend'}","{'timestamp': 1680283139447, 'event': 'dragend', 'dragX': 12.222249433727256, 'dragY': -17.326370239257812}","{'dragX': 12.22220670912111, 'timestamp': 1680283140489, 'dragY': 27.118087768554688, 'event': 'dragend'}","{'event': 'dragend', 'dragX': -1.11114493475759, 'dragY': -26.215255737304688, 'timestamp': 1680283141812}","{'dragY': -10.659683227539062, 'event': 'dragend', 'dragX': 23.33333104451515, 'timestamp': 1680283142797}","{'event': 'checkcorrect', 'attempts': 1, 'fails': 0, 'locations': [{'x': 150, 'name': 'applebasket', 'y': 525}, {'x': 150, 'y': 525, 'name': 'bananabasket'}, {'y': 570.5, 'name': 'apple', 'x': 145.55559192233338}, {'x': 124.44445995754553, 'y': 570.5, 'name': 'apple'}, {'name': 'apple', 'x': 158.88890389336365, 'y': 570.5}, {'x': 127.77778184678789, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'x': 646.666657511394, 'name': 'banana'}, {'y': 570.5, 'name': 'banana', 'x': 655.555533176}], 'correct': True, 'timestamp': 1680283143542}","{'locations': [{'y': 525, 'x': 150, 'name': 'applebasket'}, {'y': 525, 'x': 150, 'name': 'bananabasket'}, {'x': 145.55559192233338, 'y': 570.5, 'name': 'apple'}, {'name': 'apple', 'y': 570.5, 'x': 124.44445995754553}, {'name': 'apple', 'y': 570.5, 'x': 158.88890389336365}, {'y': 570.5, 'x': 127.77778184678789, 'name': 'apple'}, {'name': 'banana', 'x': 646.666657511394, 'y': 570.5}, {'y': 570.5, 'name': 'banana', 'x': 655.555533176}], 'timestamp': 1680283143547, 'attempts': 1, 'fails': 0, 'event': 'success', 'correct': True}",,,,,,,,,,,,,,
a4t2VPZA11vQidpurple,"{'timestamp': 1680283280877, 'dragX': -11.20001220703125, 'event': 'dragend', 'dragY': -18}","{'dragX': 2.79998779296875, 'timestamp': 1680283283956, 'event': 'dragend', 'dragY': 20}","{'dragY': -13, 'event': 'dragend', 'dragX': -1.20001220703125, 'timestamp': 1680283285314}","{'dragY': 22, 'dragX': -9.20001220703125, 'event': 'dragend', 'timestamp': 1680283286494}","{'event': 'dragend', 'timestamp': 1680283288191, 'dragX': 10.79998779296875, 'dragY': 20}","{'dragX': -19.20001220703125, 'dragY': -8, 'timestamp': 1680283289644, 'event': 'dragend'}","{'dragX': -27.20001220703125, 'timestamp': 1680283290946, 'dragY': -28, 'event': 'dragend'}","{'timestamp': 1680283291671, 'locations': [{'name': 'applebasket', 'x': 150, 'y': 525}, {'y': 525, 'x': 150, 'name': 'bananabasket'}, {'name': 'apple', 'x': 121, 'y': 570.5}, {'y': 570.5, 'name': 'apple', 'x': 108}, {'name': 'apple', 'x': 155, 'y': 570.5}, {'name': 'apple', 'x': 181, 'y': 570.5}, {'x': 631, 'name': 'banana', 'y': 570.5}, {'name': 'banana', 'y': 570.5, 'x': 636}], 'correct': True, 'fails': 0, 'event': 'checkcorrect', 'attempts': 1}","{'timestamp': 1680283291674, 'event': 'success', 'locations': [{'x': 150, 'name': 'applebasket', 'y': 525}, {'y': 525, 'x': 150, 'name': 'bananabasket'}, {'name': 'apple', 'x': 121, 'y': 570.5}, {'x': 108, 'y': 570.5, 'name': 'apple'}, {'name': 'apple', 'x': 155, 'y': 570.5}, {'x': 181, 'y': 570.5, 'name': 'apple'}, {'y': 570.5, 'x': 631, 'name': 'banana'}, {'x': 636, 'y': 570.5, 'name': 'banana'}], 'correct': True, 'fails': 0, 'attempts': 1}",,,,,,,,,,,,,
